codigo,registro_fuente,provincia,canton,zona_publica,anio_ensayo,elevacion_msnm,profundidad_sondeo_m,n60,capacidad_portante_kg_cm2,limite_liquido_pct,limite_plastico_pct,indice_plasticidad_pct,humedad_pct,profundidad_cimentacion_m,aashto,tipo_suelo,sucs,nivel_freatico,tipo_cimentacion,resistencia_n60,aptitud_referencial,privacidad,lon_wgs84,lat_wgs84
SPT-001,1,Loja,Loja,Zona técnica 03,2024,2120.23,8,18,1.1,31.3,13.5,17.8,19.32,2,A-6(9),Arcilla con bajo contenido de arena de alta plasticidad,CL,No,Zapata Continua o corrida,Baja,Condicionada,pública_anonimizada,-79.2080103,-4.0096522
SPT-002,2,Loja,Loja,Zona técnica 03,2024,2120.23,8,18,1.73,35.6,16.7,18.8,21.93,2,A-6(15),Arcilla con bajo contenido de arena de alta plasticidad,CL,No,Zapata Continua o corrida,Baja,Media,pública_anonimizada,-79.2078996,-4.0096302
SPT-003,3,Loja,Loja,Zona técnica 03,2024,2120.23,12,16,1.15,41.3,18.4,22.9,17.67,2.5,A-7-6(19),Arcilla con arena CL de alta plasticidad color gris a café,CL,No,Losa de cimentación,Baja,Condicionada,pública_anonimizada,-79.2080459,-4.0098195
SPT-004,4,Loja,Loja,Zona técnica 03,2024,2120.23,13,18,1.88,39.3,17.9,21.4,20.67,2.5,A-6(14),Arcilla con arena y con bajo contenido de gravas CL de alta plasticidad,CL,No,Losa de cimentación,Baja,Media,pública_anonimizada,-79.2078741,-4.0097703
SPT-005,5,Loja,Loja,Zona técnica 05,2022,2019,6,6,1.47,25.67,22.27,3.41,10.94,1.5,A-4,Arena limosa,SM,Sí,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.220302,-3.9509488
SPT-006,6,Loja,Loja,Zona técnica 03,2022,2219,6,25,2.68,22.36,12.87,9.49,6.67,1.25,A-1-a,Grava bien gradada con arena,GW,No,Zapata aislada cuadrada,Media,Alta,pública_anonimizada,-79.2157505,-4.0158189
SPT-007,7,Loja,Loja,Zona técnica 03,2022,2221,6,15,1.59,35.93,13.05,22.88,22.19,1.25,A-1-a,Grava bien gradada con arena,GW,No,Zapata aislada cuadrada,Baja,Media,pública_anonimizada,-79.2157687,-4.0157376
SPT-008,8,Loja,Loja,Zona técnica 02,2022,2207,6,15,1.44,57,36,21,23.27,1.8,A-7-5,Arcilla de alta plasticidad con limo,MH,Sí,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2134838,-4.0394781
SPT-009,9,Loja,Catamayo,Zona técnica 04,2022,1259,6,36,5.75,86.76,38.75,48.01,19.27,1.5,A-5,Limo elastico arenoso,MH,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.3796939,-3.9684403
SPT-010,10,Loja,Loja,Zona técnica 04,2022,2200,3,52,3.09,27.15,19.37,7.78,9.68,1.8,A-6,Arcilla fina con arena,MH,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2139632,-4.005389
SPT-011,11,Loja,Loja,Zona técnica 04,2022,2195,4,52,1.66,57.2,30.33,26.87,20.52,1.8,A-6,Arcilla fina con arena,MH,No,Zapata aislada cuadrada,Muy alta,Media,pública_anonimizada,-79.2139272,-4.0054251
SPT-012,12,Loja,Loja,Zona técnica 03,2022,2200,6,39,2.74,43.29,27.72,15.58,17.88,1.5,A-1-b,Material de mejoramiento,GW,No,Zapata Continua o corrida,Alta,Alta,pública_anonimizada,-79.2164958,-4.0167429
SPT-013,13,Loja,Loja,Zona técnica 03,2022,2289,6,13,2.37,26.86,13.43,13.42,17.02,1.8,A-6,Arcilla areno limosa,CL,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2223615,-4.019161
SPT-014,14,Loja,Loja,Zona técnica 04,2022,2066,6,11,6.11,79.04,43.31,35.74,15.72,1.5,A-5,Limo de alta compresibilidad,MH,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2114143,-3.9724146
SPT-015,15,Loja,Calvas,Zona técnica 01,2023,1958,3,29,5.8,45.82,29.58,16.24,17.6,1.5,A-2-5,Limo elastico con clastos,MH,No,Zapata aislada cuadrada,Media,Alta,pública_anonimizada,-79.5545467,-4.3284442
SPT-016,16,Loja,Loja,Zona técnica 03,2023,2163,6,24,3.1,,,,13.35,1.7,A-4,Arena limo arcillosa,SM,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.1961482,-4.0116524
SPT-017,17,Loja,Loja,Zona técnica 04,2023,2120,6,30,3.65,23.26,16.1,7.17,10.23,1.5,A-4,Arcilla arenosa limosa,CL-ML,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.1969899,-3.9767144
SPT-018,18,Loja,Saraguro,Zona técnica 05,2025,2519,4,92,12.27,45.82,34.45,11.37,29.17,0.7,A-2-5,Arena limosa con fragmentos de toba riolitica,SM,No,Zapata Continua o corrida,Muy alta,Alta,pública_anonimizada,-79.2339602,-3.6225678
SPT-019,19,Loja,Loja,Zona técnica 04,2023,2100,5,10,1.65,42.47,26.85,15.62,15.36,1.2,A-6,Limo,ML,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2102936,-4.0035273
SPT-020,20,Loja,Loja,Zona técnica 03,2023,2150,6,6,1.35,33.81,21.44,12.37,16.14,1.5,A-6,Arcilla fina arenosa con grava,CL,Sí,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2148103,-4.0133754
SPT-021,21,Loja,Calvas,Zona técnica 01,2023,1979,6,10,2.14,67.39,32.24,35.15,36.35,1.5,A-7-5,Limo elastico con clastos,CH,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.5491602,-4.3231251
SPT-022,22,Loja,Loja,Zona técnica 05,2023,2009,6,10,1.1,35.01,24.45,10.56,14.63,3,A-1-b,Grava mal gradada con arena,GP,Sí,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2135134,-3.9592894
SPT-023,23,Loja,Loja,Zona técnica 05,2023,2009,6,38,2.22,33.31,25.76,7.55,11.03,3,A-1-b,Grava mal gradada con arena,GP,Sí,Zapata aislada cuadrada,Alta,Media,pública_anonimizada,-79.2136034,-3.9592987
SPT-024,24,Loja,Loja,Zona técnica 02,2023,2122,6,21,1.93,21.47,15.66,5.81,22.67,2,A-4,Arcilla arenosa limosa,CL-ML,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.2045923,-4.0207497
SPT-025,25,Loja,Loja,Zona técnica 02,2023,2123,6,35,2.79,33.31,25.76,7.55,13.58,2,A-4,Limo arenoso,ML,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.2045744,-4.0206863
SPT-026,26,Loja,Loja,Zona técnica 02,2023,2105,6,9,1.39,34.6,25.52,9.08,20.14,1.2,A-4,Limo arenosa con grava,ML,Sí,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2184092,-4.0229774
SPT-027,27,Loja,Loja,Zona técnica 05,2023,2025,6,18,1.06,,,,13.41,1.5,A-1-b,Grava mal gradada con arena,GP,Sí,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2082035,-3.9666023
SPT-028,28,Loja,Loja,Zona técnica 05,2023,2025,6,15,0.84,,,,12.32,1.5,A-1-b,Grava mal gradada con arena,GP,Sí,Zapata aislada cuadrada,Baja,Revisión prioritaria,pública_anonimizada,-79.2082666,-3.9665753
SPT-029,29,Loja,Loja,Zona técnica 04,2023,2289,6,14,2.26,73.19,35.15,38.04,18.22,1.5,A-2-7,Limo con arcilla,ML,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2265291,-3.9905324
SPT-030,30,Loja,Loja,Zona técnica 03,2023,2156,5,44,5.22,,,,4.87,1.5,A-1-a,Grava bien graduada con arena,GW,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2089448,-4.019222
SPT-031,31,Loja,Loja,Zona técnica 02,2023,2261,6,17,3.64,25.19,17.03,8.17,12.06,1.5,A-2-6,Arcilla gravosa -limosa con arena,CL-ML,Sí,Zapata aislada cuadrada,Baja,Media,pública_anonimizada,-79.2205624,-4.0224757
SPT-032,32,Zamora Chinchipe,Zamora,Zona técnica 02,2023,960,6,14,1.42,32.51,21.03,11.48,21.36,2,A-6,Arcilla fina con arena,CL,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-78.951947,-4.0606298
SPT-033,33,Loja,Loja,Zona técnica 01,2023,1479,6,12,1.2,22.29,14.44,7.85,13.19,1.2,A-4,Grava arcillosa con arena,CL-ML,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2598205,-4.2220152
SPT-034,34,Loja,Loja,Zona técnica 02,2023,1481,3,46,7.22,,,,1.7,1.2,A-1-b,Arena mal graduada con limo y grava,SW-SM,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.259588,-4.2212642
SPT-035,35,Loja,Loja,Zona técnica 01,2023,1476,6,11,0.93,32.96,19.03,13.88,10.33,1.2,A-6,Arcilla fina arenosa,CL,No,Zapata aislada cuadrada,Baja,Revisión prioritaria,pública_anonimizada,-79.2594592,-4.2224937
SPT-036,36,Loja,Loja,Zona técnica 01,2023,1476,3,38,2.94,,,,2.25,1.2,A-1-a,Grava mal gradada con arena,GP,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.2594603,-4.2219782
SPT-037,37,Loja,Loja,Zona técnica 04,2023,2105,6,14,1.01,79.04,43.31,35.74,15.72,1.5,A-7-5,Material de relleno altamente plastico,MH,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2296948,-3.9675895
SPT-038,38,Loja,Calvas,Zona técnica 01,2023,1921,6,9,2.9,58.05,37.86,20.19,54.32,1.5,A-7-5,Limo elastico,MH,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.5567604,-4.325075
SPT-039,39,Loja,Calvas,Zona técnica 01,2023,1920,6,12,2.41,47.98,28.67,19.31,32.37,1.3,A-7-6,Limo con arcilla,ML,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.5567156,-4.3249393
SPT-040,40,Loja,Calvas,Zona técnica 01,2023,1925,6,22,2.66,54.9,23.93,30.97,31.82,1.5,A-7-6,Arcilla fina,CH,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.556517,-4.3251198
SPT-041,41,Loja,Calvas,Zona técnica 01,2023,1676,6,115,8.5,83.76,50.75,33.01,33.44,1.5,A-7-5,Limo elastico,MH,No,Zapata aislada cuadrada,Muy alta,Media,pública_anonimizada,-79.5711747,-4.3206889
SPT-042,42,Loja,Calvas,Zona técnica 01,2023,1711,4.45,30,2.28,63.87,25.67,38.2,23.89,1.5,A-7-6,Arcilla gruesa gravosa,CH,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.5347651,-4.294103
SPT-043,43,Loja,Calvas,Zona técnica 01,2023,1743,4.45,38,2.81,47.3,36.67,10.63,28.05,1.5,A-5,Limo con arcilla,ML,Sí,Zapata aislada cuadrada,Alta,Media,pública_anonimizada,-79.540629,-4.2944487
SPT-044,44,Loja,Loja,Zona técnica 04,2023,2066,6,44,3.08,,,,15.59,1.2,A-2-7,Arena limosa,SM,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2131072,-3.972364
SPT-045,45,Loja,Loja,Zona técnica 05,2023,2148,6,20,1.34,51.76,32.69,19.07,14.66,2,A-7-5,Limo arenoso,ML,No,Zapata aislada cuadrada,Media,Condicionada,pública_anonimizada,-79.2224908,-3.967438
SPT-046,46,Loja,Calvas,Zona técnica 01,2023,1954,6,16,2.65,53.18,42.78,10.4,43.09,1,A-5,Limo,ML,No,Zapata Continua o corrida,Baja,Media,pública_anonimizada,-79.5542021,-4.3240538
SPT-047,47,Loja,Calvas,Zona técnica 01,2023,1954,6,22,3.31,53.18,42.78,10.4,42.78,1,A-5,Limo,ML,No,Zapata Continua o corrida,Media,Media,pública_anonimizada,-79.5541461,-4.3241128
SPT-048,48,Loja,Calvas,Zona técnica 01,2023,1813,6,9,2.88,59.19,37.71,21.48,19.36,1.5,A-2-7,Limo elastico arenoso,MH,Sí,Zapata Continua o corrida,Muy baja,Revisión prioritaria,pública_anonimizada,-79.5500544,-4.2933723
SPT-049,49,Loja,Calvas,Zona técnica 01,2023,1813,3.27,13,3.69,57.02,40.83,16.2,33.04,1.5,A-2-7,Limo elastico arenoso,MH,Sí,Zapata Continua o corrida,Baja,Condicionada,pública_anonimizada,-79.5498203,-4.2932724
SPT-050,50,Loja,Loja,Zona técnica 04,2026,2127,3,30,8.01,,,,9.68,1.2,A-1-a,Grava mal graduada con arena,GP,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.2141416,-3.9812188
SPT-051,51,Loja,Loja,Zona técnica 04,2023,2213,6,21,3.35,,,,22.33,4.5,A-2-6,Limo arenoso,ML,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.2193444,-3.9944593
SPT-052,52,Loja,Loja,Zona técnica 04,2023,2079,6,13,1.58,28.53,16.7,11.82,24.33,1.5,A-6,Arcilla fina,CL,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2053571,-4.0045021
SPT-053,53,Loja,Loja,Zona técnica 04,2023,2080,6,17,1.95,28.53,16.7,11.82,20.68,1.5,A-6,Arcilla fina,CL,No,Zapata aislada cuadrada,Baja,Media,pública_anonimizada,-79.2054741,-4.0045295
SPT-054,54,Loja,Loja,Zona técnica 03,2024,2279,6,20,2.6,85.03,38.63,46.4,25.55,3.6,A-7-5,Limo elastico,MH,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.2288571,-4.0175837
SPT-055,55,Loja,Loja,Zona técnica 05,2023,2032,6,43,1.91,,,,6.8,1.3,A-1-b,Grava bien graduada con arena,GP,No,Zapata aislada cuadrada,Muy alta,Media,pública_anonimizada,-79.2234105,-3.9457108
SPT-056,56,Loja,Loja,Zona técnica 05,2023,2031,6,49,2.27,,,,20.22,1.3,A-1-b,Grava bien graduada con arena,GP,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2233383,-3.9457649
SPT-057,57,Loja,Chaguarpamba,Zona técnica 05,2024,1331,6,28,1.75,32.8,29.5,3.3,28.26,3.5,A-4,Limo arcilloso,ML,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.6442821,-3.8800572
SPT-058,58,Loja,Chaguarpamba,Zona técnica 05,2024,1329,6,11,1.84,32.8,29.5,3.3,31.32,3.5,A-4,Limo arcilloso,ML,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.6442281,-3.8800119
SPT-059,59,Loja,Loja,Zona técnica 03,2024,2216,7,9,1.77,54.1,26.1,28,33.9,1.5,A-7-6(17),Arcilla con arena y gravas ch de alta plasticidad,CH,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2161635,-4.0163714
SPT-060,60,Loja,Loja,Zona técnica 02,2024,2221,4.45,21,2.32,54.25,32.01,22.24,23.02,1.5,A-7-5,Limo elastico arenoso,MH,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.2163944,-4.0261017
SPT-061,61,Loja,Catamayo,Zona técnica 04,2024,1242,5,31,3.06,50,27.3,22.7,14.78,1.3,A-7-6(13),Arcilla arenosa cl de alta plasticidad,CL,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.3663874,-3.9764353
SPT-062,62,Azuay,Cuenca,Zona técnica 05,2024,2657,6,33,2.78,31.7,26.2,5.5,13.65,1.5,A-4(0),Arena limosa con bajo contenido de grava,SM,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.0526556,-2.8935347
SPT-063,63,Azuay,Cuenca,Zona técnica 05,2024,2658,5,14,1.75,31.7,26.2,5.5,11.93,1.5,A-4(1),Arena limosa sm de baja plasticidad,SM,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.0527813,-2.8936615
SPT-064,64,Loja,Loja,Zona técnica 01,2024,1959,5,41,2.76,,,,3.38,1.5,A-2-4,Grava limosa con arena,GM,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2220223,-4.2442282
SPT-065,65,Loja,Loja,Zona técnica 01,2024,1958,5,32,2,,,,8.49,1.5,A-1-b,Grava limosa coon arena de baja plasticidad,GM,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.2220131,-4.2443186
SPT-066,66,Loja,Loja,Zona técnica 04,2024,2199,5,77,5.19,,,,24.24,5,A-4,Arena limosa de baja plasticidad,SM,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2144822,-4.0069274
SPT-067,67,Loja,Loja,Zona técnica 03,2024,2277,6,33,2.49,47.9,18.5,29.3,29.53,1.5,A-7-6,Arcilla con arena de alta plasticidad,CL,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.2264713,-4.0144304
SPT-068,68,Loja,Calvas,Zona técnica 01,2024,1850,6,10,0.9,68,40,28,49.75,1.5,A-7-5,Limo con arena y con bajo contenido de gravas de alta plasticidad,MH,Sí,Zapata Continua o corrida,Baja,Revisión prioritaria,pública_anonimizada,-79.5556714,-4.3203242
SPT-069,69,Loja,Calvas,Zona técnica 01,2024,1849,4,25,1.55,,,,24.74,1.7,A-4,Limo con arena y con bajo contenio de gravas,ML,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.5556998,-4.3202467
SPT-070,70,Loja,Loja,Zona técnica 02,2024,1624,4,27,2.27,30.2,16.8,13.4,8.61,1.2,A-6,Arcilla arenosa de mediana plasticidad,CL,No,Zapata aislada cuadrada,Media,Alta,pública_anonimizada,-79.2609902,-4.2104071
SPT-071,71,Loja,Loja,Zona técnica 02,2024,1602,2,129,6.87,25.5,15.8,9.7,9.62,1.2,A-4,Arcilla arenosa de mediana plasticidad,CL,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2604504,-4.2101346
SPT-072,72,Loja,Loja,Zona técnica 02,2024,2240,6,7,0.9,22.4,17.3,5.1,16.71,1.5,A-4,Arena arcillosa-limoso con bajo contenido de grava (material de relleno no compactado y ccon material vegetal),SC-SM,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2046249,-4.0428133
SPT-073,73,Loja,Loja,Zona técnica 02,2024,2240,5,32,2.54,29.3,16.8,12.6,8.37,1.5,A-2-6,Arena arcillosa con grava,SC,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.204778,-4.0428046
SPT-074,74,Loja,Loja,Zona técnica 02,2024,2173,6,30,1.18,38.4,25.6,12.8,16.69,1.5,A-6,Limo de mediana plasticidad,ML,No,Zapata aislada cuadrada,Alta,Condicionada,pública_anonimizada,-79.2091731,-4.0259863
SPT-075,75,Loja,Loja,Zona técnica 03,2024,2174,6,10,1.17,34.2,16.7,17.5,20,1.5,A-6(12),Arcilla con arena de mediana plasticidad,CL,No,Zapata Continua o corrida,Baja,Condicionada,pública_anonimizada,-79.195682,-4.0107562
SPT-076,76,Loja,Loja,Zona técnica 03,2024,2178,6,13,1.22,33.9,18.5,15.3,18.16,1.5,A-6(11),Arcilla con arena cl de mediana plasticidad color marron,CL,No,Zapata Continua o corrida,Baja,Condicionada,pública_anonimizada,-79.1956279,-4.0107561
SPT-077,77,Loja,Loja,Zona técnica 03,2024,2250,6,20,1.79,,,,10.27,1.5,A-1-a,Arena limosa con grava sm no plastica color gris,SM,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.2199482,-4.01921
SPT-078,78,Loja,Loja,Zona técnica 04,2024,2150,6,16,2.44,,,,20.22,1.5,A-4,Arena limosa con grava sm no plastica color cafe oscura a marron,SM,No,Zapata aislada cuadrada,Baja,Media,pública_anonimizada,-79.2123565,-3.9864415
SPT-079,79,Loja,Loja,Zona técnica 05,2024,2384,3,30,3.73,,,,5.07,2.5,A-1-b,Arena limosa con grava sm no plastica color cafe,SM,Sí,Zapata Continua o corrida,Alta,Media,pública_anonimizada,-79.278929,-3.7983955
SPT-080,80,Loja,Loja,Zona técnica 05,2024,2386,5,11,1.07,42.7,27.6,15.1,22.56,4.5,A-7-6(8),Limo con arena y con bajo contenido de gravas ml de mediana plasticidad color cafe oscura,SM,Sí,Zapata Continua o corrida,Baja,Condicionada,pública_anonimizada,-79.2790508,-3.7982528
SPT-081,81,Loja,Espindola,Zona técnica 01,2024,1721,6,17,1.65,,,,5.75,1,A-2-4,Arena limosa con bajo contenido de grava sm no plastica color cafe,SM,No,Zapata aislada cuadrada,Baja,Media,pública_anonimizada,-79.4194316,-4.5796873
SPT-082,82,Loja,Loja,Zona técnica 05,2024,2044,6,38,2.75,50.8,34.8,15.9,17.56,1.5,A-7-5(19),Limo mh de mediana plasticidad color marron,MH,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.2273454,-3.9370203
SPT-083,83,Loja,Loja,Zona técnica 05,2024,2051,6,36,2.58,73.9,28.6,45.2,20.78,1.5,A-7-6(49),Arcilla ch de alta plastiidad color marron,CH,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.2271298,-3.9368299
SPT-084,84,Zamora Chinchipe,Chinchipe,Zona técnica 01,2024,1249,6,8,1.7,35.5,18.8,16.8,30.22,2.5,A-6(11),Arcilla con arena cl de mediana plasticidad color cafe amarillenta,CL,No,Zapata Continua o corrida,Muy baja,Revisión prioritaria,pública_anonimizada,-79.1332163,-4.8625069
SPT-085,85,Zamora Chinchipe,Chinchipe,Zona técnica 01,2024,1250,6,8,1.7,31.6,19.1,12.5,35.78,2.5,A-6(8),Arcilla con arena cl de mediana plasticidad color cafe oscura,CL,No,Zapata Continua o corrida,Muy baja,Revisión prioritaria,pública_anonimizada,-79.1331714,-4.8624525
SPT-086,86,Loja,Loja,Zona técnica 04,2024,2041,3.8,24,2.36,,,,25.84,1.5,A-1-a,Grava limosa con arena gm no plastica color cafe amarillenta,GM,Sí,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.2018812,-3.9798267
SPT-087,87,Loja,Loja,Zona técnica 04,2024,2041,3.45,56,5.46,,,,21.9,1.5,A-1-a,Grava limosa con arena gm no plastica color cafe amarillenta,GM,Sí,Zapata aislada cuadrada,Muy alta,Media,pública_anonimizada,-79.2018001,-3.9798627
SPT-088,88,Loja,Loja,Zona técnica 03,2024,2181,6,24,2.78,,,,9.05,1.5,A-4,Limo arenoso con bajo contenido de gravas ml no plastica color cafe amarilenta,ML,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.2120209,-4.0166427
SPT-089,89,Loja,Loja,Zona técnica 03,2024,2170,6,32,3.25,,,,25.29,1.5,A-4,Grava limosa con arena gm no plastica color cafe amarillenta,GM,No,Zapata aislada cuadrada,Alta,Alta,pública_anonimizada,-79.2121018,-4.0167061
SPT-090,90,Loja,Loja,Zona técnica 03,2024,2169,6,20,2.57,,,,11.4,1.5,A-4,Limo con arena y bajo contenido de gravas ml no plastica color gris a cafe,ML,No,Zapata aislada cuadrada,Media,Media,pública_anonimizada,-79.2121647,-4.0167605
SPT-091,91,Loja,Loja,Zona técnica 04,2024,2100,2.3,25,3.36,29.7,15.9,13.9,9.74,1.5,A-6(8),Arcilla con arena cl de mediana plasticidad,CL,No,Zapata aislada cuadrada,Media,Alta,pública_anonimizada,-79.2063511,-3.9904613
SPT-092,92,Loja,Loja,Zona técnica 03,2024,2244,2.45,43,2.09,,,,4.06,1,A-1-a,Arena bien gradada con grava sw no plastica,SW,No,Zapata Continua o corrida,Muy alta,Alta,pública_anonimizada,-79.2176189,-4.0095747
SPT-093,93,Loja,Loja,Zona técnica 03,2024,2242,3,69,5.52,67.3,26.2,41.1,1.06,2.5,A-7-6(42),Arcilla con bajo contenido de arena de alta plasticidad,CH,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2175287,-4.0096378
SPT-094,94,Loja,Loja,Zona técnica 05,2024,2052,6,14,0.77,75.2,26.8,48.4,28.17,4.5,A-7-6(54),Arcilla ch de alta plasticidad color cafe oscuro a claro,CH,No,Zapata Continua o corrida,Baja,Revisión prioritaria,pública_anonimizada,-79.2112859,-3.9567708
SPT-095,95,Loja,Loja,Zona técnica 05,2024,2049,6,14,0.59,75.2,26.8,48.4,18.71,3.5,A-7-6(54),Arcilla ch de alta plasticidad color cafe oscuro a claro,CH,No,Zapata Continua o corrida,Baja,Revisión prioritaria,pública_anonimizada,-79.211358,-3.9567619
SPT-096,96,Loja,Loja,Zona técnica 04,2024,2097,6,7,0.58,34.8,27.2,7.6,5.48,1.5,A-4(6),Limo con arena ml de mediana plasticidad color gris claro,ML,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.1872405,-4.0046429
SPT-097,97,Loja,Saraguro,Zona técnica 05,2024,2520,3.45,81,7.07,35.7,24.7,11,7.48,3.8,A-6(4),Limo arenoso con bajo contenido de gravas ml de mediana plasticidad color cafe oscuro,ML,No,Zapata aislada cuadrada,Muy alta,Alta,pública_anonimizada,-79.2371828,-3.622339
SPT-098,98,Loja,Loja,Zona técnica 02,2024,2177,5.45,26,3.42,,,,12.8,1.5,A-4,Arena limosa con grava sm no plastica color claro,SM,No,Zapata aislada cuadrada,Media,Alta,pública_anonimizada,-79.2112991,-4.025575
SPT-099,99,Loja,Calvas,Zona técnica 01,2024,1979,5.3,28,1.32,61.1,50.1,10.9,24.13,1.5,A-7-5(18),Limo con bajo contenido de arena mh de mediana plasticidad color cafe amarillento,MH,No,Zapata aislada cuadrada,Media,Condicionada,pública_anonimizada,-79.5548376,-4.3365662
SPT-100,100,Loja,Calvas,Zona técnica 01,2024,1975,6,8,0.36,68.5,49,19.5,39.17,1.5,A-7-5(29),Limo mh de alta plasticidad color cafe amarillento,MH,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.5549184,-4.3366839
SPT-101,101,Loja,Loja,Zona técnica 05,2024,2039,5,10,0.62,68.9,23.4,45.5,23.8,1.2,A-7-6(20),Arcilla arenosa con bajos contenido de gravas ch de alta plasticidad,CH,No,Zapata aislada cuadrada,Baja,Revisión prioritaria,pública_anonimizada,-79.2179663,-3.9527161
SPT-102,102,Loja,Loja,Zona técnica 03,2024,2081,6,3,0.57,24,20.3,3.7,15.57,1.4,A-4(1),Limo con arena ml de baja plasticidad,ML,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.2050542,-4.0071689
SPT-103,103,Loja,Loja,Zona técnica 05,2024,2287,6,21,1,,,,9,1.5,A-4,Arena limosa con grava sm no plastica,SM,No,Zapata aislada cuadrada,Media,Condicionada,pública_anonimizada,-79.2506831,-3.9583743
SPT-104,104,Loja,Loja,Zona técnica 05,2024,2286,6,17,1.17,,,,18.25,2,A-4,Arena limosa con grava sm no plastica,SM,No,Zapata aislada cuadrada,Baja,Condicionada,pública_anonimizada,-79.2506912,-3.9588264
SPT-105,105,Zamora Chinchipe,Chinchipe,Zona técnica 01,2024,1401,5.45,24,0.95,,,,31.31,1.5,A-4,Arena limosa sm no plastica,SM,No,Zapata aislada cuadrada,Media,Revisión prioritaria,pública_anonimizada,-79.1094305,-4.8648005
SPT-106,106,Zamora Chinchipe,Chinchipe,Zona técnica 01,2024,1693,6,9,0.71,47.8,31.8,16,48.16,2,A-7-5(19),Limo ml de mediana plasticidad,ML,No,Zapata aislada cuadrada,Muy baja,Revisión prioritaria,pública_anonimizada,-79.1641094,-4.8354385
